current time 20230518_185959
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 2 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/30, Iter 0/13548, lr 0.000335, train loss = 250.737, depth loss = 71.649, time = 4.978
Epoch 10/30, Iter 820/13548, lr 0.000500, train loss = 12.776, depth loss = 3.303, time = 0.839
Epoch 10/30, Iter 870/13548, lr 0.000500, train loss = 16.581, depth loss = 4.441, time = 0.874
Epoch 10/30, Iter 920/13548, lr 0.000500, train loss = 7.923, depth loss = 1.956, time = 0.865
Epoch 10/30, Iter 970/13548, lr 0.000500, train loss = 4.654, depth loss = 1.107, time = 0.852
Epoch 10/30, Iter 1020/13548, lr 0.000500, train loss = 7.409, depth loss = 1.773, time = 0.889
Epoch 10/30, Iter 1070/13548, lr 0.000500, train loss = 3.607, depth loss = 0.841, time = 0.866
Epoch 10/30, Iter 1120/13548, lr 0.000500, train loss = 19.710, depth loss = 5.081, time = 0.875
Epoch 10/30, Iter 1170/13548, lr 0.000500, train loss = 10.683, depth loss = 2.861, time = 0.877
Epoch 10/30, Iter 1220/13548, lr 0.000500, train loss = 13.380, depth loss = 3.542, time = 0.874
Epoch 10/30, Iter 1270/13548, lr 0.000500, train loss = 14.413, depth loss = 3.869, time = 0.883
Epoch 10/30, Iter 1320/13548, lr 0.000500, train loss = 11.785, depth loss = 3.066, time = 0.886
Epoch 10/30, Iter 1370/13548, lr 0.000500, train loss = 8.344, depth loss = 2.115, time = 0.868
Epoch 10/30, Iter 1420/13548, lr 0.000500, train loss = 8.985, depth loss = 2.326, time = 0.885
Epoch 10/30, Iter 1470/13548, lr 0.000500, train loss = 35.362, depth loss = 9.767, time = 0.818
Epoch 10/30, Iter 1520/13548, lr 0.000500, train loss = 10.319, depth loss = 2.691, time = 0.906
Epoch 10/30, Iter 1570/13548, lr 0.000500, train loss = 5.782, depth loss = 1.469, time = 0.827
Epoch 10/30, Iter 1620/13548, lr 0.000500, train loss = 11.532, depth loss = 3.057, time = 0.882
Epoch 10/30, Iter 1670/13548, lr 0.000500, train loss = 7.955, depth loss = 1.954, time = 0.880
Epoch 10/30, Iter 1720/13548, lr 0.000500, train loss = 7.777, depth loss = 1.756, time = 0.857
Epoch 10/30, Iter 1770/13548, lr 0.000500, train loss = 32.669, depth loss = 8.329, time = 0.808
Epoch 10/30, Iter 1820/13548, lr 0.000500, train loss = 25.442, depth loss = 6.302, time = 0.802
Epoch 10/30, Iter 1870/13548, lr 0.000500, train loss = 6.295, depth loss = 1.518, time = 0.879
Epoch 10/30, Iter 1920/13548, lr 0.000500, train loss = 58.653, depth loss = 16.824, time = 0.915
Epoch 10/30, Iter 1970/13548, lr 0.000500, train loss = 6.213, depth loss = 1.546, time = 0.907
Epoch 10/30, Iter 2020/13548, lr 0.000500, train loss = 17.402, depth loss = 4.485, time = 0.865
Epoch 10/30, Iter 2070/13548, lr 0.000500, train loss = 5.356, depth loss = 1.302, time = 0.881
Epoch 10/30, Iter 2120/13548, lr 0.000500, train loss = 17.141, depth loss = 4.617, time = 0.901
Epoch 10/30, Iter 2170/13548, lr 0.000500, train loss = 16.574, depth loss = 4.552, time = 0.868
Epoch 10/30, Iter 2220/13548, lr 0.000500, train loss = 38.726, depth loss = 9.643, time = 0.803
Epoch 10/30, Iter 2270/13548, lr 0.000500, train loss = 12.032, depth loss = 3.237, time = 0.858
Epoch 10/30, Iter 2320/13548, lr 0.000500, train loss = 35.890, depth loss = 9.952, time = 0.878
Epoch 10/30, Iter 2370/13548, lr 0.000500, train loss = 28.348, depth loss = 7.676, time = 0.918
Epoch 10/30, Iter 2420/13548, lr 0.000500, train loss = 7.900, depth loss = 2.078, time = 0.924
Epoch 10/30, Iter 2470/13548, lr 0.000500, train loss = 50.294, depth loss = 14.046, time = 0.885
Epoch 10/30, Iter 2520/13548, lr 0.000500, train loss = 4.767, depth loss = 1.165, time = 0.821
Epoch 10/30, Iter 2570/13548, lr 0.000500, train loss = 13.654, depth loss = 3.652, time = 0.881
Epoch 10/30, Iter 2620/13548, lr 0.000500, train loss = 2.806, depth loss = 0.640, time = 0.890
Epoch 10/30, Iter 2670/13548, lr 0.000500, train loss = 28.545, depth loss = 6.873, time = 0.893
Epoch 10/30, Iter 2720/13548, lr 0.000500, train loss = 25.474, depth loss = 6.101, time = 0.864
Epoch 10/30, Iter 2770/13548, lr 0.000500, train loss = 6.433, depth loss = 1.602, time = 0.881
Epoch 10/30, Iter 2820/13548, lr 0.000500, train loss = 30.162, depth loss = 8.079, time = 0.846
Epoch 10/30, Iter 2870/13548, lr 0.000500, train loss = 13.175, depth loss = 3.525, time = 0.855
Epoch 10/30, Iter 2920/13548, lr 0.000500, train loss = 25.847, depth loss = 6.485, time = 0.869
Epoch 10/30, Iter 2970/13548, lr 0.000500, train loss = 12.613, depth loss = 2.858, time = 0.880
Epoch 10/30, Iter 3020/13548, lr 0.000500, train loss = 5.043, depth loss = 1.275, time = 0.886
Epoch 10/30, Iter 3070/13548, lr 0.000500, train loss = 32.813, depth loss = 8.610, time = 0.857
Epoch 10/30, Iter 3120/13548, lr 0.000500, train loss = 11.239, depth loss = 2.896, time = 0.851
Epoch 10/30, Iter 3170/13548, lr 0.000500, train loss = 39.220, depth loss = 10.528, time = 0.881
Epoch 10/30, Iter 3220/13548, lr 0.000500, train loss = 38.446, depth loss = 9.444, time = 0.816
Epoch 10/30, Iter 3270/13548, lr 0.000500, train loss = 7.025, depth loss = 1.722, time = 0.857
Epoch 10/30, Iter 3320/13548, lr 0.000500, train loss = 3.823, depth loss = 0.902, time = 0.902
Epoch 10/30, Iter 3370/13548, lr 0.000500, train loss = 7.625, depth loss = 1.894, time = 0.864
Epoch 10/30, Iter 3420/13548, lr 0.000500, train loss = 17.464, depth loss = 4.509, time = 0.893
Epoch 10/30, Iter 3470/13548, lr 0.000500, train loss = 35.666, depth loss = 9.079, time = 0.822
Epoch 10/30, Iter 3520/13548, lr 0.000500, train loss = 41.556, depth loss = 11.014, time = 0.848
Epoch 10/30, Iter 3570/13548, lr 0.000500, train loss = 9.124, depth loss = 1.857, time = 0.864
Epoch 10/30, Iter 3620/13548, lr 0.000500, train loss = 10.770, depth loss = 2.856, time = 0.848
Epoch 10/30, Iter 3670/13548, lr 0.000500, train loss = 9.717, depth loss = 2.617, time = 0.833
Epoch 10/30, Iter 3720/13548, lr 0.000500, train loss = 6.128, depth loss = 1.471, time = 0.881
Epoch 10/30, Iter 3770/13548, lr 0.000500, train loss = 51.159, depth loss = 14.015, time = 0.831
Epoch 10/30, Iter 3820/13548, lr 0.000500, train loss = 17.883, depth loss = 3.777, time = 0.782
Epoch 10/30, Iter 3870/13548, lr 0.000500, train loss = 10.687, depth loss = 2.822, time = 0.883
Epoch 10/30, Iter 3920/13548, lr 0.000500, train loss = 13.320, depth loss = 3.286, time = 0.831
Epoch 10/30, Iter 3970/13548, lr 0.000500, train loss = 33.965, depth loss = 9.247, time = 0.898
Epoch 10/30, Iter 4020/13548, lr 0.000500, train loss = 32.590, depth loss = 9.032, time = 0.896
Epoch 10/30, Iter 4070/13548, lr 0.000500, train loss = 37.900, depth loss = 9.879, time = 0.872
Epoch 10/30, Iter 4120/13548, lr 0.000500, train loss = 9.070, depth loss = 2.378, time = 0.820
Epoch 10/30, Iter 4170/13548, lr 0.000500, train loss = 7.177, depth loss = 1.858, time = 0.901
Epoch 10/30, Iter 4220/13548, lr 0.000500, train loss = 12.622, depth loss = 3.384, time = 0.901
Epoch 10/30, Iter 4270/13548, lr 0.000500, train loss = 29.736, depth loss = 8.313, time = 0.878
Epoch 10/30, Iter 4320/13548, lr 0.000500, train loss = 41.578, depth loss = 11.638, time = 0.898
Epoch 10/30, Iter 4370/13548, lr 0.000500, train loss = 15.299, depth loss = 3.713, time = 0.884
Epoch 10/30, Iter 4420/13548, lr 0.000500, train loss = 7.511, depth loss = 1.895, time = 0.887
Epoch 10/30, Iter 4470/13548, lr 0.000500, train loss = 8.309, depth loss = 1.953, time = 0.885
Epoch 10/30, Iter 4520/13548, lr 0.000500, train loss = 65.098, depth loss = 17.973, time = 0.871
Epoch 10/30, Iter 4570/13548, lr 0.000500, train loss = 8.059, depth loss = 2.021, time = 0.845
Epoch 10/30, Iter 4620/13548, lr 0.000500, train loss = 5.621, depth loss = 1.316, time = 0.846
Epoch 10/30, Iter 4670/13548, lr 0.000500, train loss = 16.204, depth loss = 4.395, time = 0.861
Epoch 10/30, Iter 4720/13548, lr 0.000500, train loss = 6.368, depth loss = 1.612, time = 0.884
Epoch 10/30, Iter 4770/13548, lr 0.000500, train loss = 17.941, depth loss = 4.872, time = 0.835
Epoch 10/30, Iter 4820/13548, lr 0.000500, train loss = 15.559, depth loss = 4.230, time = 0.860
Epoch 10/30, Iter 4870/13548, lr 0.000500, train loss = 7.174, depth loss = 1.863, time = 0.883
Epoch 10/30, Iter 4920/13548, lr 0.000500, train loss = 10.351, depth loss = 2.617, time = 0.840
Epoch 10/30, Iter 4970/13548, lr 0.000500, train loss = 16.172, depth loss = 4.368, time = 0.908
Epoch 10/30, Iter 5020/13548, lr 0.000500, train loss = 5.187, depth loss = 1.284, time = 0.857
Epoch 10/30, Iter 5070/13548, lr 0.000500, train loss = 7.304, depth loss = 1.880, time = 0.833
Epoch 10/30, Iter 5120/13548, lr 0.000500, train loss = 9.669, depth loss = 2.048, time = 0.872
Epoch 10/30, Iter 5170/13548, lr 0.000500, train loss = 55.923, depth loss = 15.373, time = 0.882
Epoch 10/30, Iter 5220/13548, lr 0.000500, train loss = 25.864, depth loss = 6.523, time = 0.897
Epoch 10/30, Iter 5270/13548, lr 0.000500, train loss = 15.537, depth loss = 4.099, time = 0.844
Epoch 10/30, Iter 5320/13548, lr 0.000500, train loss = 31.240, depth loss = 8.267, time = 0.893
Epoch 10/30, Iter 5370/13548, lr 0.000500, train loss = 4.483, depth loss = 1.054, time = 0.857
Epoch 10/30, Iter 5420/13548, lr 0.000500, train loss = 24.851, depth loss = 6.831, time = 0.813
Epoch 10/30, Iter 5470/13548, lr 0.000500, train loss = 4.867, depth loss = 1.124, time = 0.864
Epoch 10/30, Iter 5520/13548, lr 0.000500, train loss = 12.045, depth loss = 3.103, time = 0.837
Epoch 10/30, Iter 5570/13548, lr 0.000500, train loss = 8.920, depth loss = 2.217, time = 0.836
Epoch 10/30, Iter 5620/13548, lr 0.000500, train loss = 9.470, depth loss = 2.346, time = 0.840
Epoch 10/30, Iter 5670/13548, lr 0.000500, train loss = 22.237, depth loss = 5.992, time = 0.860
Epoch 10/30, Iter 5720/13548, lr 0.000500, train loss = 7.828, depth loss = 1.949, time = 0.890
Epoch 10/30, Iter 5770/13548, lr 0.000500, train loss = 14.728, depth loss = 4.002, time = 0.897
Epoch 10/30, Iter 5820/13548, lr 0.000500, train loss = 11.094, depth loss = 2.942, time = 0.896
Epoch 10/30, Iter 5870/13548, lr 0.000500, train loss = 18.649, depth loss = 5.058, time = 0.794
Epoch 10/30, Iter 5920/13548, lr 0.000500, train loss = 17.521, depth loss = 4.512, time = 0.792
Epoch 10/30, Iter 5970/13548, lr 0.000500, train loss = 34.011, depth loss = 8.072, time = 0.801
Epoch 10/30, Iter 6020/13548, lr 0.000500, train loss = 9.359, depth loss = 2.472, time = 0.834
Epoch 10/30, Iter 6070/13548, lr 0.000500, train loss = 7.366, depth loss = 1.853, time = 0.897
Epoch 10/30, Iter 6120/13548, lr 0.000500, train loss = 12.689, depth loss = 3.377, time = 0.907
Epoch 10/30, Iter 6170/13548, lr 0.000500, train loss = 25.428, depth loss = 6.609, time = 0.848
Epoch 10/30, Iter 6220/13548, lr 0.000500, train loss = 6.475, depth loss = 1.298, time = 0.840
Epoch 10/30, Iter 6270/13548, lr 0.000500, train loss = 8.096, depth loss = 2.089, time = 0.832
Epoch 10/30, Iter 6320/13548, lr 0.000500, train loss = 16.065, depth loss = 4.269, time = 0.901
Epoch 10/30, Iter 6370/13548, lr 0.000500, train loss = 14.201, depth loss = 3.425, time = 0.801
Epoch 10/30, Iter 6420/13548, lr 0.000500, train loss = 10.505, depth loss = 2.685, time = 0.887
Epoch 10/30, Iter 6470/13548, lr 0.000500, train loss = 7.993, depth loss = 2.045, time = 0.877
Epoch 10/30, Iter 6520/13548, lr 0.000500, train loss = 21.289, depth loss = 5.720, time = 0.800
Epoch 10/30, Iter 6570/13548, lr 0.000500, train loss = 4.368, depth loss = 1.008, time = 0.878
Epoch 10/30, Iter 6620/13548, lr 0.000500, train loss = 45.146, depth loss = 12.624, time = 0.891
Epoch 10/30, Iter 6670/13548, lr 0.000500, train loss = 9.008, depth loss = 2.178, time = 0.849
Epoch 10/30, Iter 6720/13548, lr 0.000500, train loss = 28.952, depth loss = 7.225, time = 0.783
Epoch 10/30, Iter 6770/13548, lr 0.000500, train loss = 12.299, depth loss = 3.163, time = 0.872
Epoch 10/30, Iter 6820/13548, lr 0.000500, train loss = 27.680, depth loss = 6.755, time = 0.865
Epoch 10/30, Iter 6870/13548, lr 0.000500, train loss = 10.685, depth loss = 2.813, time = 0.835
Epoch 10/30, Iter 6920/13548, lr 0.000500, train loss = 8.532, depth loss = 1.814, time = 0.869
Epoch 10/30, Iter 6970/13548, lr 0.000500, train loss = 26.798, depth loss = 7.275, time = 0.882
Epoch 10/30, Iter 7020/13548, lr 0.000500, train loss = 3.332, depth loss = 0.746, time = 0.866
Epoch 10/30, Iter 7070/13548, lr 0.000500, train loss = 4.392, depth loss = 1.012, time = 0.821
Epoch 10/30, Iter 7120/13548, lr 0.000500, train loss = 2.513, depth loss = 0.508, time = 0.902
Epoch 10/30, Iter 7170/13548, lr 0.000500, train loss = 11.970, depth loss = 3.140, time = 0.873
Epoch 10/30, Iter 7220/13548, lr 0.000500, train loss = 14.482, depth loss = 3.874, time = 0.914
Epoch 10/30, Iter 7270/13548, lr 0.000500, train loss = 21.178, depth loss = 5.688, time = 0.853
Epoch 10/30, Iter 7320/13548, lr 0.000500, train loss = 5.536, depth loss = 1.331, time = 0.871
Epoch 10/30, Iter 7370/13548, lr 0.000500, train loss = 9.061, depth loss = 2.427, time = 0.857
Epoch 10/30, Iter 7420/13548, lr 0.000500, train loss = 11.149, depth loss = 2.846, time = 0.869
Epoch 10/30, Iter 7470/13548, lr 0.000500, train loss = 8.346, depth loss = 2.197, time = 0.888
Epoch 10/30, Iter 7520/13548, lr 0.000500, train loss = 3.451, depth loss = 0.776, time = 0.854
Epoch 10/30, Iter 7570/13548, lr 0.000500, train loss = 2.784, depth loss = 0.622, time = 0.840
Epoch 10/30, Iter 7620/13548, lr 0.000500, train loss = 39.150, depth loss = 10.004, time = 0.822
Epoch 10/30, Iter 7670/13548, lr 0.000500, train loss = 18.474, depth loss = 4.022, time = 0.836
Epoch 10/30, Iter 7720/13548, lr 0.000500, train loss = 30.225, depth loss = 7.674, time = 0.854
Epoch 10/30, Iter 7770/13548, lr 0.000500, train loss = 10.326, depth loss = 2.461, time = 0.838
Epoch 10/30, Iter 7820/13548, lr 0.000500, train loss = 27.236, depth loss = 7.260, time = 0.906
Epoch 10/30, Iter 7870/13548, lr 0.000500, train loss = 18.449, depth loss = 4.637, time = 0.846
Epoch 10/30, Iter 7920/13548, lr 0.000500, train loss = 7.061, depth loss = 1.599, time = 0.884
Epoch 10/30, Iter 7970/13548, lr 0.000500, train loss = 19.374, depth loss = 5.180, time = 0.895
Epoch 10/30, Iter 8020/13548, lr 0.000500, train loss = 10.155, depth loss = 2.577, time = 0.906
Epoch 10/30, Iter 8070/13548, lr 0.000500, train loss = 16.906, depth loss = 4.554, time = 0.801
Epoch 10/30, Iter 8120/13548, lr 0.000500, train loss = 10.124, depth loss = 2.614, time = 0.894
Epoch 10/30, Iter 8170/13548, lr 0.000500, train loss = 7.599, depth loss = 2.013, time = 0.886
Epoch 10/30, Iter 8220/13548, lr 0.000500, train loss = 8.431, depth loss = 2.151, time = 0.849
Epoch 10/30, Iter 8270/13548, lr 0.000500, train loss = 14.423, depth loss = 3.818, time = 0.888
Epoch 10/30, Iter 8320/13548, lr 0.000500, train loss = 32.429, depth loss = 8.062, time = 0.881
Epoch 10/30, Iter 8370/13548, lr 0.000500, train loss = 61.420, depth loss = 17.297, time = 0.849
Epoch 10/30, Iter 8420/13548, lr 0.000500, train loss = 10.009, depth loss = 2.642, time = 0.814
Epoch 10/30, Iter 8470/13548, lr 0.000500, train loss = 12.043, depth loss = 2.663, time = 0.886
Epoch 10/30, Iter 8520/13548, lr 0.000500, train loss = 20.537, depth loss = 4.815, time = 0.891
Epoch 10/30, Iter 8570/13548, lr 0.000500, train loss = 15.058, depth loss = 4.072, time = 0.818
Epoch 10/30, Iter 8620/13548, lr 0.000500, train loss = 15.632, depth loss = 4.202, time = 0.878
Epoch 10/30, Iter 8670/13548, lr 0.000500, train loss = 8.166, depth loss = 2.004, time = 0.859
Epoch 10/30, Iter 8720/13548, lr 0.000500, train loss = 13.357, depth loss = 3.484, time = 0.932
Epoch 10/30, Iter 8770/13548, lr 0.000500, train loss = 14.353, depth loss = 3.754, time = 0.905
Epoch 10/30, Iter 8820/13548, lr 0.000500, train loss = 16.292, depth loss = 4.246, time = 0.893
Epoch 10/30, Iter 8870/13548, lr 0.000500, train loss = 10.840, depth loss = 2.862, time = 0.906
Epoch 10/30, Iter 8920/13548, lr 0.000500, train loss = 20.282, depth loss = 5.017, time = 0.882
Epoch 10/30, Iter 8970/13548, lr 0.000500, train loss = 15.005, depth loss = 3.971, time = 0.819
Epoch 10/30, Iter 9020/13548, lr 0.000500, train loss = 40.484, depth loss = 10.985, time = 0.812
Epoch 10/30, Iter 9070/13548, lr 0.000500, train loss = 17.975, depth loss = 4.265, time = 0.840
Epoch 10/30, Iter 9120/13548, lr 0.000500, train loss = 16.867, depth loss = 4.520, time = 0.808
Epoch 10/30, Iter 9170/13548, lr 0.000500, train loss = 37.514, depth loss = 10.356, time = 0.851
Epoch 10/30, Iter 9220/13548, lr 0.000500, train loss = 8.843, depth loss = 2.299, time = 0.847
Epoch 10/30, Iter 9270/13548, lr 0.000500, train loss = 8.165, depth loss = 2.092, time = 0.868
Epoch 10/30, Iter 9320/13548, lr 0.000500, train loss = 3.781, depth loss = 0.879, time = 0.860
Epoch 10/30, Iter 9370/13548, lr 0.000500, train loss = 9.596, depth loss = 2.610, time = 0.843
Epoch 10/30, Iter 9420/13548, lr 0.000500, train loss = 7.200, depth loss = 1.861, time = 0.874
Epoch 10/30, Iter 9470/13548, lr 0.000500, train loss = 5.985, depth loss = 1.463, time = 0.851
Epoch 10/30, Iter 9520/13548, lr 0.000500, train loss = 2.990, depth loss = 0.655, time = 0.853
Epoch 10/30, Iter 9570/13548, lr 0.000500, train loss = 45.072, depth loss = 12.510, time = 0.902
Epoch 10/30, Iter 9620/13548, lr 0.000500, train loss = 40.659, depth loss = 11.304, time = 0.834
Epoch 10/30, Iter 9670/13548, lr 0.000500, train loss = 9.749, depth loss = 2.615, time = 0.800
Epoch 10/30, Iter 9720/13548, lr 0.000500, train loss = 20.844, depth loss = 5.672, time = 0.854
Epoch 10/30, Iter 9770/13548, lr 0.000500, train loss = 24.383, depth loss = 6.718, time = 0.860
Epoch 10/30, Iter 9820/13548, lr 0.000500, train loss = 10.784, depth loss = 2.477, time = 0.857
Epoch 10/30, Iter 9870/13548, lr 0.000500, train loss = 6.268, depth loss = 1.515, time = 0.860
Epoch 10/30, Iter 9920/13548, lr 0.000500, train loss = 5.235, depth loss = 1.210, time = 0.869
Epoch 10/30, Iter 9970/13548, lr 0.000500, train loss = 7.400, depth loss = 1.888, time = 0.811
Epoch 10/30, Iter 10020/13548, lr 0.000500, train loss = 15.549, depth loss = 4.156, time = 0.837
Epoch 10/30, Iter 10070/13548, lr 0.000500, train loss = 25.284, depth loss = 6.877, time = 0.823
Epoch 10/30, Iter 10120/13548, lr 0.000500, train loss = 23.809, depth loss = 6.579, time = 0.847
Epoch 10/30, Iter 10170/13548, lr 0.000500, train loss = 14.047, depth loss = 3.608, time = 0.842
Epoch 10/30, Iter 10220/13548, lr 0.000500, train loss = 6.904, depth loss = 1.755, time = 0.859
Epoch 10/30, Iter 10270/13548, lr 0.000500, train loss = 14.120, depth loss = 3.817, time = 0.873
Epoch 10/30, Iter 10320/13548, lr 0.000500, train loss = 28.276, depth loss = 7.910, time = 0.812
Epoch 10/30, Iter 10370/13548, lr 0.000500, train loss = 9.646, depth loss = 2.604, time = 0.815
Epoch 10/30, Iter 10420/13548, lr 0.000500, train loss = 3.823, depth loss = 0.905, time = 0.834
Epoch 10/30, Iter 10470/13548, lr 0.000500, train loss = 16.149, depth loss = 4.331, time = 0.902
Epoch 10/30, Iter 10520/13548, lr 0.000500, train loss = 32.967, depth loss = 8.349, time = 0.848
Epoch 10/30, Iter 10570/13548, lr 0.000500, train loss = 23.981, depth loss = 5.313, time = 0.801
Epoch 10/30, Iter 10620/13548, lr 0.000500, train loss = 24.263, depth loss = 6.685, time = 0.886
Epoch 10/30, Iter 10670/13548, lr 0.000500, train loss = 25.826, depth loss = 6.528, time = 0.780
Epoch 10/30, Iter 10720/13548, lr 0.000500, train loss = 3.572, depth loss = 0.793, time = 0.898
Epoch 10/30, Iter 10770/13548, lr 0.000500, train loss = 22.736, depth loss = 5.632, time = 0.866
Epoch 10/30, Iter 10820/13548, lr 0.000500, train loss = 6.777, depth loss = 1.790, time = 0.834
Epoch 10/30, Iter 10870/13548, lr 0.000500, train loss = 15.878, depth loss = 3.901, time = 0.869
Epoch 10/30, Iter 10920/13548, lr 0.000500, train loss = 4.990, depth loss = 1.220, time = 0.871
Epoch 10/30, Iter 10970/13548, lr 0.000500, train loss = 34.879, depth loss = 9.749, time = 0.790
Epoch 10/30, Iter 11020/13548, lr 0.000500, train loss = 19.998, depth loss = 5.514, time = 0.840
Epoch 10/30, Iter 11070/13548, lr 0.000500, train loss = 17.842, depth loss = 4.860, time = 0.911
Epoch 10/30, Iter 11120/13548, lr 0.000500, train loss = 21.166, depth loss = 4.936, time = 0.879
Epoch 10/30, Iter 11170/13548, lr 0.000500, train loss = 24.707, depth loss = 6.601, time = 0.818
Epoch 10/30, Iter 11220/13548, lr 0.000500, train loss = 40.635, depth loss = 11.356, time = 0.862
Epoch 10/30, Iter 11270/13548, lr 0.000500, train loss = 4.949, depth loss = 1.216, time = 0.829
Epoch 10/30, Iter 11320/13548, lr 0.000500, train loss = 13.062, depth loss = 3.342, time = 0.863
Epoch 10/30, Iter 11370/13548, lr 0.000500, train loss = 17.346, depth loss = 4.700, time = 0.900
Epoch 10/30, Iter 11420/13548, lr 0.000500, train loss = 3.534, depth loss = 0.891, time = 0.871
Epoch 10/30, Iter 11470/13548, lr 0.000500, train loss = 6.191, depth loss = 1.517, time = 0.876
Epoch 10/30, Iter 11520/13548, lr 0.000500, train loss = 12.174, depth loss = 3.207, time = 0.853
Epoch 10/30, Iter 11570/13548, lr 0.000500, train loss = 4.637, depth loss = 1.082, time = 0.897
Epoch 10/30, Iter 11620/13548, lr 0.000500, train loss = 47.647, depth loss = 13.443, time = 0.897
Epoch 10/30, Iter 11670/13548, lr 0.000500, train loss = 4.636, depth loss = 1.077, time = 0.854
Epoch 10/30, Iter 11720/13548, lr 0.000500, train loss = 15.256, depth loss = 3.882, time = 0.812
Epoch 10/30, Iter 11770/13548, lr 0.000500, train loss = 6.576, depth loss = 1.631, time = 0.883
Epoch 10/30, Iter 11820/13548, lr 0.000500, train loss = 9.877, depth loss = 2.569, time = 0.909
Epoch 10/30, Iter 11870/13548, lr 0.000500, train loss = 4.764, depth loss = 1.127, time = 0.888
Epoch 10/30, Iter 11920/13548, lr 0.000500, train loss = 27.852, depth loss = 7.146, time = 0.856
Epoch 10/30, Iter 11970/13548, lr 0.000500, train loss = 21.912, depth loss = 5.432, time = 0.787
Epoch 10/30, Iter 12020/13548, lr 0.000500, train loss = 28.431, depth loss = 6.906, time = 0.897
Epoch 10/30, Iter 12070/13548, lr 0.000500, train loss = 13.221, depth loss = 3.462, time = 0.871
Epoch 10/30, Iter 12120/13548, lr 0.000500, train loss = 24.067, depth loss = 6.464, time = 0.870
